"id","name","pitches","rv_tot","pct_tot","rv_11","pct_11","rv_12","pct_12","rv_13","pct_13","rv_14","pct_14","rv_16","pct_16","rv_17","pct_17","rv_18","pct_18","rv_19","pct_19"
691740,"Susac, Daniel",2243,3.871737880342039,0.4945188794153471,1,0.1935483870967742,1,0.7090909090909091,0,0.3484848484848485,-1,0.47530864197530864,1,0.65,0,0.2711864406779661,0,0.5725190839694656,0,0.29577464788732394
669127,"Langeliers, Shea",5307,-4.233394620433469,0.4470164609053498,0,0.2198581560283688,-1,0.5487804878048781,0,0.2283464566929134,-3,0.44556962025316454,1,0.603030303030303,-1,0.225,-1,0.5821727019498607,1,0.2903225806451613
672386,"Kirk, Alejandro",1913,2.617913903068432,0.4940828402366864,0,0.15873015873015872,0,0.5789473684210527,0,0.3103448275862069,-1,0.5074626865671642,1,0.7241379310344828,0,0.23636363636363636,1,0.6090225563909775,1,0.35714285714285715
686452,"Millas, Drew",3352,4.393804508286347,0.4970954356846473,0,0.21348314606741572,0,0.5705521472392638,0,0.2857142857142857,0,0.525,1,0.6467889908256881,1,0.313953488372093,1,0.5851851851851851,1,0.3252032520325203
641555,"Escarra, J.C.",1900,0.20986463595429888,0.47947214076246336,0,0.2826086956521739,0,0.5420560747663551,-1,0.1794871794871795,-1,0.4838709677419355,-1,0.5254237288135594,0,0.32075471698113206,2,0.6571428571428571,0,0.32727272727272727
671056,"Herrera, Iván",2855,-0.2127039568809131,0.4837164750957854,0,0.21052631578947367,-1,0.5454545454545454,0,0.28169014084507044,-1,0.5319148936170213,1,0.6421052631578947,0,0.28125,2,0.5911111111111111,0,0.2111111111111111
595978,"Hedges, Austin",3096,2.127380495296755,0.48619768477292963,1,0.28125,2,0.6526946107784432,0,0.2153846153846154,1,0.5665024630541872,1,0.6139534883720931,-1,0.175,-1,0.539906103286385,-1,0.23809523809523808
553869,"Díaz, Elias",1887,0.8445545767371987,0.47301136363636365,1,0.2318840579710145,0,0.5612244897959183,0,0.23684210526315788,1,0.644927536231884,-1,0.5648148148148148,0,0.34545454545454546,0,0.5702479338842975,0,0.19480519480519481
663698,"Bart, Joey",1897,-2.0680252697116006,0.4504881450488145,-1,0.1388888888888889,1,0.6732673267326733,0,0.3181818181818182,-1,0.4689655172413793,0,0.6201550387596899,-1,0.20754716981132076,0,0.5163934426229508,0,0.2191780821917808
543877,"Vázquez, Christian",4059,2.4248173409341884,0.460857726344452,1,0.2482758620689655,1,0.5970149253731343,1,0.2898550724637681,1,0.4934210526315789,2,0.6162790697674418,-1,0.1566265060240964,-2,0.5257352941176471,0,0.26277372262773724
682626,"Alvarez, Francisco",3544,-0.38192829145436735,0.46846846846846846,0,0.17592592592592593,0,0.5408805031446541,0,0.22784810126582278,0,0.5213270142180095,0,0.6170212765957447,0,0.2916666666666667,1,0.5856573705179283,-1,0.24528301886792453
672515,"Moreno, Gabriel",3970,2.7481196594672,0.4851004851004851,1,0.21367521367521367,0,0.6256983240223464,0,0.20967741935483872,0,0.5375,-1,0.60431654676259,1,0.30097087378640774,2,0.5802469135802469,0,0.24285714285714285
673237,"Diaz, Yainer",3127,-3.5952733859390538,0.42710997442455245,-1,0.14912280701754385,-1,0.5260115606936416,0,0.2153846153846154,-1,0.45414847161572053,0,0.6391752577319587,0,0.18666666666666668,-1,0.5265700483091788,0,0.2413793103448276
669224,"Wells, Austin",4394,4.043961953324146,0.49320987654320986,-1,0.14912280701754385,-2,0.6086956521739131,0,0.24107142857142858,1,0.5754385964912281,-1,0.5796178343949044,2,0.3629032258064516,3,0.6130030959752322,1,0.28368794326241137
691011,"Romo, Drew",2580,0.5833600837666412,0.46349557522123896,0,0.17142857142857143,-2,0.4806201550387597,0,0.28,1,0.5376344086021505,0,0.53125,0,0.3235294117647059,1,0.5932203389830508,0,0.296875
695600,"Jensen, Carter",4033,2.7648376462549464,0.48378557246856385,0,0.16521739130434782,-1,0.5971563981042654,-1,0.2222222222222222,3,0.6061538461538462,0,0.5958333333333333,0,0.32231404958677684,2,0.564748201438849,0,0.22900763358778625
678218,"Valenzuela, Brandon",3653,7.673544488045663,0.4953416149068323,0,0.2702702702702703,-1,0.5652173913043478,1,0.3333333333333333,1,0.48148148148148145,2,0.6591928251121076,0,0.31666666666666665,3,0.6045627376425855,1,0.27927927927927926
660688,"Ruiz, Keibert",4468,2.509162993059446,0.4922434367541766,-1,0.12903225806451613,0,0.6350710900473934,0,0.26136363636363635,-1,0.5217391304347826,3,0.6726190476190477,0,0.27927927927927926,1,0.5689149560117303,1,0.30158730158730157
680779,"Davis, Henry",3983,-0.3905523372102378,0.47619047619047616,0,0.16296296296296298,1,0.6177777777777778,0,0.14035087719298245,0,0.5528169014084507,0,0.6208333333333333,-1,0.1686746987951807,0,0.5892857142857143,1,0.2482758620689655
606992,"Haase, Eric",1876,-0.48243655546564934,0.46255506607929514,0,0.13953488372093023,0,0.5957446808510638,0,0.24390243902439024,0,0.5428571428571428,0,0.6357142857142857,0,0.2753623188405797,0,0.5074626865671642,0,0.18181818181818182
663728,"Raleigh, Cal",3258,-0.7744431383372861,0.47125506072874496,0,0.22340425531914893,0,0.6025641025641025,0,0.30303030303030304,0,0.5357142857142857,-1,0.5307017543859649,0,0.3246753246753247,0,0.5650224215246636,0,0.22522522522522523
